id,gruppe_id,teilnehmer_id,fach,datum,thema,bemerkung,wochentag,day_number,lehrkraft_id,id_mtr_rueckkopplung_datenmaske,mtr_rueckkopplung_datenmaske_values_id,x_kognition,x_sozial,x_affektiv,x_motivation,x_methodik,x_performanz,x_regulation,sum_kognition,sum_sozial,sum_affektiv,sum_motivation,sum_methodik,sum_performanz,sum_regulation,token_anzahl,funktionsklassen_anzahl_gesamt,dominante_dimension,dominante_dimension_wert,polaritaet_gesamt,d_semantisch,operator_count,modulator_count,has_operator,operator_names,modulator_names,x_vector,sum_vector,vector_norm_x,vector_norm_sum,operator_list,modulator_list,sequence_index,has_previous_state,prev_id,delta_vector,delta_norm,delta_d_semantisch,cosine_prev_current,resonance_change,polaritaet_change,dominanz_change,dominanz_from,dominanz_to
2391,4,12,MAT,2024-10-02,Mathematik: Geometrie,Felix wie imme top hat auf jeden Fall seine Aufgaben alleine gelöst und sich verbessert! | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigvorbereitetkonzentriertLernfortschritt erzieltBasiswissen vorhandenbeherrscht Thema,3,2,14,1638,3021,0.64923284646228,0.027231026458431,0.15799582819107,0.25922762223241,0.42078013428621,0.4812683605133,0.27732936453312,1.9073327182972,0.08,0.46416415020495,0.76156548157486,1.2361785478151,1.4138823925656,0.81474523909402,5,4,kognition,1.9073327182972,1,2.9378153560189,0,0,0,,,"[0.64923284646228, 0.027231026458431, 0.15799582819107, 0.25922762223241, 0.42078013428621, 0.4812683605133, 0.27732936453312]","[1.9073327182972, 0.08, 0.46416415020495, 0.76156548157486, 1.2361785478151, 1.4138823925656, 0.81474523909402]",0.9999965961216919,2.9378153560189015,[],[],3,1,2392.0,"[0.19351698072309986, -0.07654898179004001, -0.74955843045505, -1.32214953741404, -0.4630862312173001, -0.5827191108396998, -1.01379753924038]",1.9836889067195937,-1.4204124712153998,0.9251210670633409,0.07487893293665915,0,1,motivation,kognition
2390,4,12,MAT,2024-10-23,Mathematik: Geometrie Arbeit Vorbereitung,"Felix macht super mit, er setzt alles perfekt um und bei Unverständnis stellt er direkt fragen. | Absprachen einhaltendfleißig / bemühtbeteiligt sich / gute Mitarbeitarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhandenbeherrscht Thema",3,2,14,1635,3018,0.412055905652,0.052282238731221,0.22623987809287,0.48840052916344,0.36247337745448,0.44474130355365,0.45669575596432,1.9863655860124,0.25203288765163,1.0906168358787,2.3543941247134,1.7473469811869,2.1439295200961,2.2015574112208,8,5,motivation,2.3543941247134,1,4.8206115680112,0,0,0,,,"[0.412055905652, 0.052282238731221, 0.22623987809287, 0.48840052916344, 0.36247337745448, 0.44474130355365, 0.45669575596432]","[1.9863655860124, 0.25203288765163, 1.0906168358787, 2.3543941247134, 1.7473469811869, 2.1439295200961, 2.2015574112208]",0.9999979255787098,4.820611568011174,[],[],4,1,2391.0,"[0.07903286771520013, 0.17203288765163, 0.62645268567375, 1.5928286431385401, 0.5111684333718001, 0.7300471275304998, 1.3868121721267799]",2.3838828702043595,1.8827962119923,0.9245175153537007,0.07548248464629925,0,1,kognition,motivation
2389,4,12,MAT,2024-10-30,Geometrie: Vierecke,Felix top er macht seine Aufgaben und bemüht sich | Absprachen einhaltendfleißig / bemühtbeteiligt sich / gute Mitarbeitarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhandenbeherrscht Thema,3,2,14,1632,3014,0.0,0.5012089587606,0.47283864034019,0.63045152045358,0.0,0.31459530870634,0.16959145900201,0.0,0.795,0.75,1.0,0.0,0.499,0.269,1,1,motivation,1.0,1,1.5861547843764,0,0,0,,,"[0.0, 0.5012089587606, 0.47283864034019, 0.63045152045358, 0.0, 0.31459530870634, 0.16959145900201]","[0.0, 0.795, 0.75, 1.0, 0.0, 0.499, 0.269]",0.9999936954847981,1.5861547843763546,[],[],5,1,2390.0,"[-1.9863655860124, 0.54296711234837, -0.34061683587870006, -1.3543941247134001, -1.7473469811869, -1.6449295200960998, -1.9325574112207997]",3.960386035065206,-3.2344567836348004,0.6584628834557469,0.3415371165442531,0,0,motivation,motivation
2387,4,12,MAT,2024-11-13,Geometrie: Mathe,Hat Aufgaben von seinem Lehrer bekommen und auf seinem Tablet gelöst. | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigvorbereitetkonzentriertLernfortschritt erzieltBasiswissen vorhandenfähig zu Transferdenken,3,2,14,1627,3009,0.80329818390362,0.0,0.19026641213441,0.0,0.49757477048414,0.26630698833486,0.0,1.5077030055439,0.0,0.35710928666002,0.0,0.93389353041508,0.49982914782489,0.0,2,1,kognition,1.5077030055439,1,1.876880842971,0,0,0,,,"[0.80329818390362, 0.0, 0.19026641213441, 0.0, 0.49757477048414, 0.26630698833486, 0.0]","[1.5077030055439, 0.0, 0.35710928666002, 0.0, 0.93389353041508, 0.49982914782489, 0.0]",0.999994672039648,1.8768808429709745,[],[],6,1,2389.0,"[1.5077030055439, -0.795, -0.39289071333998, -1.0, 0.93389353041508, 0.0008291478248900197, -0.269]",2.2369790520235466,0.2907260585946001,0.17374626191521236,0.8262537380847876,0,1,motivation,kognition
2384,4,12,MAT,2024-12-04,Quadratische Funktion/Gleichung: Rationale Zahlen multiplizieren,Weiterhin das Thema rationale Zahlen Multiplizieren wiederholen | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetfähig zu TransferdenkenBasiswissen vorhandenLernfortschritt erzielt,3,2,14,1621,3000,0.40337662562938,0.019782224546793,0.24192290677511,0.49567176150906,0.3029842619046,0.49035292332384,0.44769220679262,1.6105697449472,0.078984874974114,0.96593032294258,1.9790783396673,1.2097311901931,1.9578417103856,1.7875094328627,4,4,motivation,1.9790783396673,1,3.9927095643383,0,0,0,,,"[0.40337662562938, 0.019782224546793, 0.24192290677511, 0.49567176150906, 0.3029842619046, 0.49035292332384, 0.44769220679262]","[1.6105697449472, 0.078984874974114, 0.96593032294258, 1.9790783396673, 1.2097311901931, 1.9578417103856, 1.7875094328627]",0.9999974954414309,3.9927095643383526,[],[],7,1,2387.0,"[0.10286673940330004, 0.078984874974114, 0.6088210362825599, 1.9790783396673, 0.27583765977802, 1.45801256256071, 1.7875094328627]",3.1146928139096453,2.1158287213673,0.6514083512510765,0.34859164874892345,0,1,kognition,motivation
2385,4,12,MAT,2024-12-04,Quadratische Funktion/Gleichung: Rationale Zahlen,Rationale zahlen multiplizieren weiterhin üben | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhandenfähig zu Transferdenken,3,2,14,1622,3002,0.28582249733326,0.0,0.36142643366918,0.57815860108594,0.25784061072966,0.46312367785018,0.4152568045519,1.0337520172399,0.0,1.307193479783,2.091062200259,0.93254818621704,1.6750082329978,1.5018851328474,3,2,motivation,2.091062200259,1,3.6167522453966,0,0,0,,,"[0.28582249733326, 0.0, 0.36142643366918, 0.57815860108594, 0.25784061072966, 0.46312367785018, 0.4152568045519]","[1.0337520172399, 0.0, 1.307193479783, 2.091062200259, 0.93254818621704, 1.6750082329978, 1.5018851328474]",0.999997235096113,3.616752245396679,[],[],8,1,2384.0,"[-0.5768177277073001, -0.078984874974114, 0.3412631568404201, 0.11198386059170007, -0.27718300397606, -0.28283347738780007, -0.2856243000152998]",0.8404550333631762,-0.37595731894170026,0.9804364381607308,0.019563561839269217,0,0,motivation,motivation
2383,4,12,MAT,2025-01-15,Quadratische Funktion/Gleichung: Rationale Zahlen,Hat seine Berichtung für rationale Zahlen gemacht. Jedoch beherrscht er das Thema nach mehrmaligen wdh. | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltbeherrscht Thema,3,2,14,1613,2992,0.51840199596119,0.031960665595634,0.031960665595634,0.37330057415701,0.30746160303,0.4787707706226,0.51584514271354,0.811,0.05,0.05,0.584,0.481,0.749,0.807,1,1,kognition,0.811,1,1.5644129889514,1,0,1,jedoch,,"[0.51840199596119, 0.031960665595634, 0.031960665595634, 0.37330057415701, 0.30746160303, 0.4787707706226, 0.51584514271354]","[0.811, 0.05, 0.05, 0.584, 0.481, 0.749, 0.807]",0.9999936078668797,1.5644129889514469,['jedoch'],[],9,1,2385.0,"[-0.2227520172398999, 0.05, -1.257193479783, -1.507062200259, -0.45154818621704007, -0.9260082329978, -0.6948851328474]",2.3341256911637784,-2.0523392564452,0.8907718502922725,0.10922814970772754,0,1,motivation,kognition
2382,4,12,MAT,2025-01-22,Quadratische Funktion/Gleichung:,Felix ist sehr aufmerksam er erledigt seine Aufgaben selbstständig und stellt bedingt fragen. | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhandenbeherrscht Thema,3,2,14,1610,2990,0.42940048918875,0.10031312215804,0.18742758799866,0.39351767463683,0.38472321188997,0.46041494080731,0.50553840895374,2.00373331867,0.46809621839887,0.87460287625752,1.8362915180769,1.7952534697529,2.1484576299669,2.3590195619054,7,6,regulation,2.3590195619054,1,4.6663408056444,2,0,1,"sehr, bedingt",,"[0.42940048918875, 0.10031312215804, 0.18742758799866, 0.39351767463683, 0.38472321188997, 0.46041494080731, 0.50553840895374]","[2.00373331867, 0.46809621839887, 0.87460287625752, 1.8362915180769, 1.7952534697529, 2.1484576299669, 2.3590195619054]",0.9999978569978125,4.666340805644383,"['sehr', 'bedingt']",[],10,1,2383.0,"[1.1927333186700002, 0.41809621839887, 0.8246028762575199, 1.2522915180769, 1.3142534697529, 1.3994576299669, 1.5520195619054]",3.1527971277028985,3.101927816693,0.9782075424618546,0.021792457538145404,0,1,kognition,regulation
214,4,13,MAT,2024-12-18,Stochastik (Wahrscheinlichkeitsrechnung):,"Hat sich etwas ablenken lassen, von ihren Mitschülern. Jedoch hat sie ihre aufgaben schnell erledigt. | beteiligt sich / gute MitarbeitAbsprachen nicht einhaltenddesinteressiert / gleichgültigarbeitet selbstständigvorbereitetLernfortschritt erzielt",3,2,14,241,346,0.46467488365463,0.0081088003132737,0.26810887118417,0.32671547679387,0.34395505327842,0.63051895476235,0.29919938913287,1.4028266466551,0.02448,0.80940520336218,0.98633516215976,1.0383804482733,1.9035003226453,0.90326568209887,4,3,performanz,1.9035003226453,1,3.0189322669501,2,1,1,"etwas, jedoch",etwas,"[0.46467488365463, 0.0081088003132737, 0.26810887118417, 0.32671547679387, 0.34395505327842, 0.63051895476235, 0.29919938913287]","[1.4028266466551, 0.02448, 0.80940520336218, 0.98633516215976, 1.0383804482733, 1.9035003226453, 0.90326568209887]",0.9999966875815688,3.0189322669501286,"['etwas', 'jedoch']",['etwas'],0,0,,,,,,,0,0,,performanz
2403,0,12,MAT,2024-05-06,Zuordnungen: Proportionalität,Aufgaben zum Thema aus den SH Lehrmitteln (stufe 2). Ich habe Proportionalität anhand der Geradengleichung (y=n*x) erklärt (vorweggegriffen). Hat noch sehr Probleme es anzuwenden. | beteiligt sich / gute Mitarbeitfleißig / bemühtkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhandenUnverständnis,1,0,15,1671,3057,0.60273992784923,0.037134302497627,0.027653151443302,0.3168478514045,0.41593422321658,0.40889190195575,0.44041844559606,1.9786324172235,0.12190188722849,0.090777828638877,1.0401259335077,1.3653997345516,1.3422816955843,1.4457748248222,4,4,kognition,1.9786324172235,1,3.2827199566562,1,0,1,sehr,,"[0.60273992784923, 0.037134302497627, 0.027653151443302, 0.3168478514045, 0.41593422321658, 0.40889190195575, 0.44041844559606]","[1.9786324172235, 0.12190188722849, 0.090777828638877, 1.0401259335077, 1.3653997345516, 1.3422816955843, 1.4457748248222]",0.9999969537549076,3.282719956656239,['sehr'],[],0,0,,,,,,,0,0,,kognition
2400,0,12,MAT,2024-06-03,Mathematik: Dreisatz,Wir haben Hausaufgaben zusammen gemacht. Benötigt noch viel Unterstützung bei den Aufgaben | beteiligt sich / gute Mitarbeitfleißig / bemühtvorbereitetunkonzentriertbenötigt AufforderungLernfortschritt erzieltBasiswissen vorhanden,1,0,15,1662,3048,0.77642166805509,-0.1337304753181,0.10644666458071,-0.14754143120737,0.44451910611943,0.1873785750225,-0.33685258266524,1.8143851256501,-0.31250877615392,0.24875045717632,-0.34478298225546,1.0387768494801,0.43787662474435,-0.78717575857412,5,3,kognition,1.8143851256501,1,2.3368453458781,0,0,0,,,"[0.77642166805509, -0.1337304753181, 0.10644666458071, -0.14754143120737, 0.44451910611943, 0.1873785750225, -0.33685258266524]","[1.8143851256501, -0.31250877615392, 0.24875045717632, -0.34478298225546, 1.0387768494801, 0.43787662474435, -0.78717575857412]",0.9999957207449703,2.3368453458780696,[],[],1,1,2403.0,"[-0.1642472915733999, -0.43441066338240997, 0.15797262853744298, -1.38490891576316, -0.32662288507150006, -0.90440507083995, -2.23295058339632]",2.8406543617061675,-0.9458746107781,0.5323658525477174,0.4676341474522826,0,0,kognition,kognition
2398,0,12,MAT,2024-06-17,"Mathematik: Absolute und relative Häufigkeit, das große Einmaleins","Arbeitet die Aufgaben zum Thema Daten und Zufall aus dem 5./6. Klasse SH Buch durch. Hat noch ein wenig Probleme mit ersterem Thema, das große Einmaleins funktioniert gut. | beteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhanden",1,0,15,1658,3043,0.47331007450077,0.040703445529487,0.14261561048078,0.38010243654032,0.42330490049926,0.49065126063858,0.43540046262524,2.1191031193207,0.18223740215041,0.63851838639271,1.701794029598,1.8952200331207,2.1967430505563,1.949374264801,7,5,performanz,2.1967430505563,1,4.4771884233715,1,0,1,wenig,,"[0.47331007450077, 0.040703445529487, 0.14261561048078, 0.38010243654032, 0.42330490049926, 0.49065126063858, 0.43540046262524]","[2.1191031193207, 0.18223740215041, 0.63851838639271, 1.701794029598, 1.8952200331207, 2.1967430505563, 1.949374264801]",0.9999977664603952,4.4771884233715324,['wenig'],[],2,1,2400.0,"[0.30471799367059993, 0.49474617830433, 0.38976792921639, 2.04657701185346, 0.8564431836406001, 1.7588664258119502, 2.73655002337512]",3.999229350986683,2.1403430774933994,0.4545868453284848,0.5454131546715152,0,1,kognition,performanz
253,2,23,MAT,2024-08-05,"Lineare Funktion/Gleichung: Funktionsgraphen einzeichnen, ablesen, an Gleichungen ablesen: senkrecht oder parallel zueinander?","Mitgebrachtes Blatt, Kompetenzcheck (lineare Funktionen) | beteiligt sich / gute Mitarbeitfleißig / bemühtkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhanden",1,0,15,310,418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0.0,0,0,0,,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,[],[],0,0,,,,,,,0,0,,
528,0,8,MAT,2025-06-12,Geometrie: Ähnlichkeiten,"Selina hat aufgrund einer Raumumplanung bei mir, meinen Kurs nicht gefunden. Herr Thiele hat sie daraufhin betreut. | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhanden",4,3,18,502,765,-0.81801143740294,0.0,-0.17853023972912,0.0,-0.48515844807745,-0.25216135554961,0.0,-0.811,0.0,-0.177,0.0,-0.481,-0.25,0.0,1,1,kognition,-0.811,-1,0.99141868047763,1,0,1,nicht,,"[-0.81801143740294, 0.0, -0.17853023972912, 0.0, -0.48515844807745, -0.25216135554961, 0.0]","[-0.811, 0.0, -0.177, 0.0, -0.481, -0.25, 0.0]",0.9999899135457806,0.9914186804776275,['nicht'],[],0,0,,,,,,,0,0,,kognition
502,0,8,MAT,2025-09-11,Statistik: Übungsaufgaben zur Arbeit mit Statistiken,"kann Gelerntes sehr gut auf andere Fächer oder den Alltag übertragen | hat in letzter Zeit ein besseres Verständnis für die Anforderungen der Lehrkraft in der Schule entwickelt | versteht vollkommen, dass es trotz (kleinen) Erfolgen wichtig sein kann, weiter zu üben | verhält sich offen, wenn die Lehrkraft über Rückschläge sprechen will (bzw. wenn er selbst darüber sprechen soll) | kann komplexe Informationen verständlich mit eigenen Worten erklären",4,3,18,449,721,0.47677827225107,0.029101673612821,0.18876931920107,0.37123620550147,0.41495444348257,0.54674751359335,0.35673607896479,2.0152346841592,0.12300623884294,0.79788551932749,1.5691320701549,1.7539192440626,2.3109789539464,1.5078432916553,5,3,performanz,2.3109789539464,1,4.2267654246527,1,0,1,sehr,,"[0.47677827225107, 0.029101673612821, 0.18876931920107, 0.37123620550147, 0.41495444348257, 0.54674751359335, 0.35673607896479]","[2.0152346841592, 0.12300623884294, 0.79788551932749, 1.5691320701549, 1.7539192440626, 2.3109789539464, 1.5078432916553]",0.9999976341302815,4.226765424652736,['sehr'],[],1,1,528.0,"[2.8262346841592, 0.12300623884294, 0.9748855193274899, 1.5691320701549, 2.2349192440626, 2.5609789539464, 1.5078432916553]",5.024179423184387,3.23534674417507,-0.762907859568583,1.762907859568583,2,1,kognition,performanz
503,0,8,MAT,2025-09-11,Statistik: Übungsaufgaben zur Arbeit mit Statistiken,"kann Gelerntes sehr gut auf andere Fächer oder den Alltag übertragen | hat in letzter Zeit ein besseres Verständnis für die Anforderungen der Lehrkraft in der Schule entwickelt | versteht vollkommen, dass es trotz (kleinen) Erfolgen wichtig sein kann, weiter zu üben | verhält sich offen, wenn die Lehrkraft über Rückschläge sprechen will (bzw. wenn er selbst darüber sprechen soll) | kann komplexe Informationen verständlich mit eigenen Worten erklären",4,3,18,449,722,0.61993690735636,0.028768242753371,0.20958625007286,0.24606156155614,0.50280793819869,0.42502155926261,0.27733420685918,2.7431027601632,0.12729399583312,0.9273792449602,1.0887755522623,2.2248293765674,1.8806394626735,1.2271510524631,8,3,kognition,2.7431027601632,1,4.4247995695105,0,0,0,,,"[0.61993690735636, 0.028768242753371, 0.20958625007286, 0.24606156155614, 0.50280793819869, 0.42502155926261, 0.27733420685918]","[2.7431027601632, 0.12729399583312, 0.9273792449602, 1.0887755522623, 2.2248293765674, 1.8806394626735, 1.2271510524631]",0.9999977400157376,4.424799569510534,[],[],2,1,502.0,"[0.7278680760039999, 0.004287756990180011, 0.12949372563271, -0.48035651789260014, 0.4709101325048002, -0.43033949127290017, -0.2806922391922]",1.1238584848517865,0.19803414485780024,0.9672815267170268,0.03271847328297317,0,1,performanz,kognition
504,0,8,MAT,2025-09-11,Statistik: Übungsaufgaben zur Arbeit mit Statistiken,"kann Gelerntes sehr gut auf andere Fächer oder den Alltag übertragen | hat in letzter Zeit ein besseres Verständnis für die Anforderungen der Lehrkraft in der Schule entwickelt | versteht vollkommen, dass es trotz (kleinen) Erfolgen wichtig sein kann, weiter zu üben | verhält sich offen, wenn die Lehrkraft über Rückschläge sprechen will (bzw. wenn er selbst darüber sprechen soll) | kann komplexe Informationen verständlich mit eigenen Worten erklären",4,3,18,449,723,0.39519609169617,0.022142086298747,0.27097533602843,0.52405175721425,0.30923960994252,0.43341160873097,0.4602082199323,1.4278549414507,0.08,0.97904174836049,1.8934141982597,1.117291679818,1.5659287128891,1.6627456463606,4,3,motivation,1.8934141982597,1,3.6130190037089,0,0,0,,,"[0.39519609169617, 0.022142086298747, 0.27097533602843, 0.52405175721425, 0.30923960994252, 0.43341160873097, 0.4602082199323]","[1.4278549414507, 0.08, 0.97904174836049, 1.8934141982597, 1.117291679818, 1.5659287128891, 1.6627456463606]",0.9999972322392088,3.6130190037088843,[],[],3,1,503.0,"[-1.3152478187124998, -0.04729399583312001, 0.051662503400289994, 0.8046386459974, -1.1075376967494002, -0.31471074978439995, 0.4355945938975001]",1.9742469874723172,-0.8117805658016004,0.8987087386236792,0.10129126137632083,0,1,kognition,motivation
505,0,8,MAT,2025-09-11,Statistik: Übungsaufgaben zur Arbeit mit Statistiken,"kann Gelerntes sehr gut auf andere Fächer oder den Alltag übertragen | hat in letzter Zeit ein besseres Verständnis für die Anforderungen der Lehrkraft in der Schule entwickelt | versteht vollkommen, dass es trotz (kleinen) Erfolgen wichtig sein kann, weiter zu üben | verhält sich offen, wenn die Lehrkraft über Rückschläge sprechen will (bzw. wenn er selbst darüber sprechen soll) | kann komplexe Informationen verständlich mit eigenen Worten erklären",4,3,18,449,724,0.41425099938255,0.29820749581207,0.29614522655344,0.53425193675745,0.28669873699374,0.4000688015956,0.35225572510267,1.3891367762386,1.0,0.99308444862189,1.7915442913418,0.96140687615182,1.3415786229858,1.1812436979273,6,4,motivation,1.7915442913418,1,3.3533597644884,0,0,0,,,"[0.41425099938255, 0.29820749581207, 0.29614522655344, 0.53425193675745, 0.28669873699374, 0.4000688015956, 0.35225572510267]","[1.3891367762386, 1.0, 0.99308444862189, 1.7915442913418, 0.96140687615182, 1.3415786229858, 1.1812436979273]",0.999997017925041,3.353359764488452,[],[],4,1,504.0,"[-0.03871816521210003, 0.92, 0.014042700261400087, -0.10186990691789988, -0.15588480366617996, -0.22435008990329997, -0.4815019484333001]",1.079328927103416,-0.25965923922049994,0.954706568685935,0.04529343131406505,0,0,motivation,motivation
506,0,8,MAT,2025-09-11,Statistik: Übungsaufgaben zur Arbeit mit Statistiken,"kann Gelerntes sehr gut auf andere Fächer oder den Alltag übertragen | hat in letzter Zeit ein besseres Verständnis für die Anforderungen der Lehrkraft in der Schule entwickelt | versteht vollkommen, dass es trotz (kleinen) Erfolgen wichtig sein kann, weiter zu üben | verhält sich offen, wenn die Lehrkraft über Rückschläge sprechen will (bzw. wenn er selbst darüber sprechen soll) | kann komplexe Informationen verständlich mit eigenen Worten erklären",4,3,18,449,725,0.65326522548996,0.020984344791132,0.16805441832496,0.2240481499757,0.47451664831199,0.42970909557727,0.29076309654101,2.509295155464,0.080604190565141,0.64552362700901,0.86060441515624,1.822693571211,1.6505806672659,1.1168670871633,6,3,kognition,2.509295155464,1,3.8411483190915,0,0,0,,,"[0.65326522548996, 0.020984344791132, 0.16805441832496, 0.2240481499757, 0.47451664831199, 0.42970909557727, 0.29076309654101]","[2.509295155464, 0.080604190565141, 0.64552362700901, 0.86060441515624, 1.822693571211, 1.6505806672659, 1.1168670871633]",0.9999973966186275,3.8411483190915097,[],[],5,1,505.0,"[1.1201583792254002, -0.919395809434859, -0.34756082161288004, -0.9309398761855601, 0.86128669505918, 0.30900204428010003, -0.06437661076400003]",1.9821534777147218,0.4877885546031,0.8567244105232616,0.14327558947673835,0,1,motivation,kognition
481,0,8,MAT,2025-09-25,Statistik: Übung zu kommender Leistungskontrolle,"kann stets den Operatoren der Aufgabenstellung entsprechend eine Antwort formulieren | Prüfungsangst des Schülers hat sich verringert | kann komplexe Informationen verständlich mit eigenen Worten erklären | strebt oftmals danach, Aufgaben selbstständig, also ohne Hilfe, zu lösen | findet in der Regel einen angemessenen Ausgleich zwischen zügigem und genauem Arbeiten",4,3,18,445,700,0.49184701514428,0.066637240554422,0.10076650727626,0.3761711578146,0.46666900604633,0.43049909450131,0.44595246052161,2.2695603074222,0.30748836833766,0.46497316887179,1.7357899962504,2.1533798523027,1.9864787772978,2.0577862063475,5,5,kognition,2.2695603074222,1,4.6143522661946,1,0,1,stets,,"[0.49184701514428, 0.066637240554422, 0.10076650727626, 0.3761711578146, 0.46666900604633, 0.43049909450131, 0.44595246052161]","[2.2695603074222, 0.30748836833766, 0.46497316887179, 1.7357899962504, 2.1533798523027, 1.9864787772978, 2.0577862063475]",0.9999978328532889,4.614352266194547,['stets'],[],6,1,506.0,"[-0.23973484804180023, 0.226884177772519, -0.18055045813721998, 0.87518558109416, 0.3306862810917002, 0.33589811003190007, 0.9409191191842001]",1.4195095076995616,0.7732039471031,0.9600222861404336,0.03997771385956639,0,0,kognition,kognition
482,0,8,MAT,2025-09-25,Statistik: Übung zu kommender Leistungskontrolle,"kann stets den Operatoren der Aufgabenstellung entsprechend eine Antwort formulieren | Prüfungsangst des Schülers hat sich verringert | kann komplexe Informationen verständlich mit eigenen Worten erklären | strebt oftmals danach, Aufgaben selbstständig, also ohne Hilfe, zu lösen | findet in der Regel einen angemessenen Ausgleich zwischen zügigem und genauem Arbeiten",4,3,18,445,701,-0.21141108626145,-0.15707180025819,-0.29598138611071,-0.37273403427469,-0.25021502605258,-0.59724778816174,-0.53364545639735,-0.51512823687073,-0.38272410855999,-0.72119382322841,-0.90821077216443,-0.60967864783415,-1.4552652158942,-1.3002905757179,3,3,performanz,-1.4552652158942,-1,2.4366088452089,0,0,0,,,"[-0.21141108626145, -0.15707180025819, -0.29598138611071, -0.37273403427469, -0.25021502605258, -0.59724778816174, -0.53364545639735]","[-0.51512823687073, -0.38272410855999, -0.72119382322841, -0.90821077216443, -0.60967864783415, -1.4552652158942, -1.3002905757179]",0.9999958959522872,2.4366088452088825,[],[],7,1,481.0,"[-2.78468854429293, -0.6902124768976501, -1.1861669921002, -2.64400076841483, -2.76305850013685, -3.4417439931920004, -3.3580767820654]",6.883704628512626,-2.1777434209857,-0.8963539018419522,1.8963539018419522,2,1,kognition,performanz
483,0,8,MAT,2025-09-25,Statistik: Übung zu kommender Leistungskontrolle,"kann stets den Operatoren der Aufgabenstellung entsprechend eine Antwort formulieren | Prüfungsangst des Schülers hat sich verringert | kann komplexe Informationen verständlich mit eigenen Worten erklären | strebt oftmals danach, Aufgaben selbstständig, also ohne Hilfe, zu lösen | findet in der Regel einen angemessenen Ausgleich zwischen zügigem und genauem Arbeiten",4,3,18,445,702,0.65326522548996,0.020984344791132,0.16805441832496,0.2240481499757,0.47451664831199,0.42970909557727,0.29076309654101,2.509295155464,0.080604190565141,0.64552362700901,0.86060441515624,1.822693571211,1.6505806672659,1.1168670871633,6,3,kognition,2.509295155464,1,3.8411483190915,0,0,0,,,"[0.65326522548996, 0.020984344791132, 0.16805441832496, 0.2240481499757, 0.47451664831199, 0.42970909557727, 0.29076309654101]","[2.509295155464, 0.080604190565141, 0.64552362700901, 0.86060441515624, 1.822693571211, 1.6505806672659, 1.1168670871633]",0.9999973966186275,3.8411483190915097,[],[],8,1,482.0,"[3.02442339233473, 0.463328299125131, 1.36671745023742, 1.7688151873206701, 2.43237221904515, 3.1058458831601, 2.4171576628812]",5.980284119814201,1.4045394738826,-0.8051987188094255,1.8051987188094256,2,1,performanz,kognition
